Name	RMSD	Prob	RMSD*Prob	RMSD+Prob
4172	1.4537	0.989	1.4377	2.4427
4173	1.4807	0.9833	1.456	2.464
4174	2.9446	0.9985	2.9403	3.9431
4175	3.1562	0.9991	3.1534	4.1553
4176	3.3447	1.0	3.3445	4.3446
4177	3.1571	0.9998	3.1565	4.1569
4178	1.1994	0.9998	1.1992	2.1992
4179	1.6667	1.0	1.6667	2.6667
4180	3.433	1.0	3.433	4.433
4181	0.9597	0.9808	0.9412	1.9405
4182	4.1912	0.9999	4.191	5.1912
4183	4.1554	0.9999	4.1548	5.1552
4184	2.6893	0.9998	2.6888	3.6891
4185	1.8803	0.9999	1.8802	2.8803
4186	1.8478	0.9919	1.8329	2.8397
4187	2.0312	0.9998	2.0308	3.031
4188	2.2169	0.9999	2.2167	3.2169
4189	3.3933	1.0	3.3932	4.3932
4190	2.5772	0.9999	2.5769	3.5771
4191	1.4142	0.9958	1.4082	2.41
4192	4.549	1.0	4.549	5.549
4193	3.4767	1.0	3.4766	4.4767
4194	2.7717	0.9995	2.7703	3.7712
4195	1.6252	0.9996	1.6245	2.6248
4196	2.1216	0.998	2.1174	3.1196
4197	3.9735	0.9997	3.9725	4.9733
4198	3.2611	1.0	3.2611	4.2611
4199	3.784	1.0	3.7839	4.7839
4200	2.1013	0.9919	2.0842	3.0932
4201	2.7703	0.9997	2.7694	3.77
4202	3.8757	0.9999	3.8752	4.8755
4203	3.3396	0.9999	3.3394	4.3396
4204	1.4594	0.9993	1.4583	2.4587
4205	4.0181	0.9999	4.0175	5.0179
4206	3.3303	0.9997	3.3293	4.33
4207	4.2174	1.0	4.2174	5.2174
4208	2.5854	1.0	2.5853	3.5854
4209	2.9988	0.9995	2.9975	3.9984
4210	6.166	1.0	6.1659	7.166
4211	3.9229	0.9999	3.9226	4.9228
4212	3.2996	0.9979	3.2926	4.2975
4213	2.394	0.9982	2.3897	3.3922
4214	1.0362	0.9938	1.0298	2.03
4215	1.6468	0.9998	1.6465	2.6467
4216	1.3138	0.9996	1.3132	2.3133
4217	4.0998	0.9996	4.0981	5.0994
4218	3.7463	0.9998	3.7457	4.7462
4219	3.3602	1.0	3.3602	4.3602
4220	2.221	1.0	2.2209	3.2209
4221	1.7585	0.9955	1.7505	2.7539
4222	2.1836	0.9996	2.1828	3.1832
4223	2.8299	0.9994	2.8282	3.8293
4224	1.4186	0.9998	1.4184	2.4184
4225	2.5811	0.9998	2.5805	3.5809
4226	2.4964	0.6842	1.7081	3.1806
4227	3.4402	0.9999	3.44	4.4401
4228	3.878	1.0	3.8779	4.878
4229	3.6078	1.0	3.6078	4.6078
4230	3.4007	0.9998	3.4002	4.4006
4231	4.3012	0.9999	4.301	5.3012
4232	2.7853	1.0	2.7852	3.7852
4233	5.0991	1.0	5.0991	6.0991
4234	3.5861	0.9997	3.5852	4.5859
4235	4.3975	1.0	4.3974	5.3974
4236	5.2367	0.9996	5.2345	6.2363
4237	4.3905	1.0	4.3904	5.3905
4238	2.9157	1.0	2.9156	3.9157
4239	2.5674	0.9992	2.5655	3.5667
4240	3.2842	0.9997	3.2831	4.2839
4241	3.8037	0.9996	3.8021	4.8033
4242	2.9861	0.9998	2.9856	3.9859
4243	4.4234	1.0	4.4234	5.4234
4244	2.0798	0.9173	1.9078	2.9971
4245	3.4967	0.9996	3.4952	4.4963
4246	2.8259	0.9989	2.8229	3.8248
4247	4.0224	1.0	4.0224	5.0224
4248	2.8731	0.9998	2.8726	3.8729
4249	3.9201	1.0	3.92	4.9201
4250	4.1719	1.0	4.1718	5.1718
4251	0.5428	0.9973	0.5413	1.5401
4252	2.1084	0.9999	2.1082	3.1083
4253	1.5569	0.9983	1.5542	2.5551
4254	0.8689	0.9804	0.8519	1.8493
4255	1.2625	0.9996	1.2619	2.262
4256	3.7205	1.0	3.7204	4.7205
4257	3.0523	0.9998	3.0516	4.0521
4258	2.0081	0.9999	2.0078	3.0079
4259	0.9657	0.9941	0.9601	1.9599
4260	4.879	0.9992	4.8751	5.8782
4261	4.9702	0.9842	4.8917	5.9544
4262	4.1197	0.9999	4.1193	5.1196
4263	2.9863	0.9998	2.9856	3.9861
4264	2.1808	0.9496	2.071	3.1305
4265	6.3626	1.0	6.3626	7.3626
4266	3.2253	0.9996	3.224	4.2249
4267	2.2157	0.9978	2.2108	3.2135
4268	3.3594	1.0	3.3592	4.3593
4269	2.8599	0.9989	2.8569	3.8589
4270	4.3166	1.0	4.3166	5.3166
4271	1.2418	1.0	1.2418	2.2418
4272	2.9252	0.9998	2.9245	3.925
4273	3.9718	1.0	3.9718	4.9718
4274	2.9538	0.9999	2.9534	3.9536
4275	2.3039	1.0	2.3039	3.3039
4276	5.5334	1.0	5.5333	6.5334
4277	2.4292	0.9516	2.3116	3.3808
4278	0.7141	0.959	0.6848	1.6731
4279	4.1716	0.9997	4.1704	5.1713
4280	2.2938	0.9959	2.2843	3.2897
4281	3.5372	0.9864	3.489	4.5236
4282	2.2445	0.9788	2.1968	3.2233
4283	3.6872	1.0	3.6871	4.6872
4284	3.5097	0.9998	3.5089	4.5095
4285	1.2001	0.9998	1.1999	2.1999
4286	2.877	1.0	2.877	3.877
4287	2.5815	0.9992	2.5794	3.5807
4288	3.5881	0.9996	3.5868	4.5878
4289	3.8792	1.0	3.8792	4.8792
4290	2.2906	1.0	2.2906	3.2906
4291	2.6399	0.9993	2.6381	3.6392
4292	2.596	1.0	2.5958	3.5959
4293	0.5284	1.0	0.5283	1.5283
4294	4.6362	0.9991	4.6319	5.6353
4295	3.3259	0.9994	3.3239	4.3253
4296	3.2232	0.9998	3.2227	4.223
4297	1.7124	0.9962	1.706	2.7087
4298	1.9158	0.9862	1.8894	2.902
4299	2.623	0.8239	2.1611	3.4469
4300	2.5872	0.9972	2.58	3.5844
4301	5.3528	1.0	5.3526	6.3527
4302	0.7446	0.9044	0.6734	1.6489
4303	0.964	0.9996	0.9636	1.9636
4304	2.232	0.9991	2.23	3.2311
4305	3.4105	1.0	3.4104	4.4104
4306	4.3878	1.0	4.3878	5.3878
4307	2.212	0.9871	2.1835	3.1991
4308	2.3934	0.9995	2.3922	3.3929
4309	2.3173	0.9994	2.3159	3.3167
4310	2.6809	1.0	2.6808	3.6808
4311	3.6414	0.9993	3.639	4.6407
4312	1.5237	0.9976	1.52	2.5213
4313	1.5422	0.9996	1.5415	2.5417
4314	4.0516	1.0	4.0516	5.0516
4315	2.0368	0.9998	2.0363	3.0365
4316	3.2535	0.9999	3.2531	4.2534
4317	2.936	1.0	2.9359	3.936
4318	1.8138	0.9995	1.8129	2.8133
4319	2.6955	0.999	2.6927	3.6944
4320	2.9119	1.0	2.9118	3.9118
4321	2.2685	0.9946	2.2563	3.2631
4322	2.0866	0.9996	2.0857	3.0862
4323	1.9552	0.9992	1.9536	2.9544
4324	5.6494	1.0	5.6494	6.6494
4325	4.1362	1.0	4.1362	5.1362
4326	3.1822	0.992	3.1566	4.1742
4327	3.7853	0.9999	3.785	4.7852
4328	1.8853	0.9786	1.845	2.8639
4329	4.9844	1.0	4.9844	5.9844
4330	2.2201	0.9978	2.2151	3.2178
4331	2.3408	1.0	2.3408	3.3408
4332	2.9375	0.9999	2.9373	3.9374
4333	2.6733	1.0	2.6733	3.6733
4334	1.7255	0.9868	1.7028	2.7124
4335	4.4148	1.0	4.4147	5.4148
4336	3.4808	0.9998	3.48	4.4806
4337	2.286	0.9995	2.2849	3.2855
4338	2.9033	0.8747	2.5394	3.7779
4339	3.1481	0.9996	3.1468	4.1476
4340	2.7835	0.9996	2.7825	3.7832
4341	4.2318	1.0	4.2317	5.2318
4342	4.4233	1.0	4.4232	5.4233
4343	2.5764	0.9987	2.5731	3.5752
4344	2.5952	0.9999	2.595	3.5951
4345	3.097	0.9947	3.0805	4.0917
4346	4.1322	1.0	4.1321	5.1322
4347	2.7484	0.9999	2.7482	3.7484
4348	2.7223	0.9331	2.5402	3.6554
4349	6.3782	1.0	6.3781	7.3782
4350	1.7739	0.9859	1.7489	2.7598
4351	2.4758	1.0	2.4758	3.4758
4352	1.1585	0.9975	1.1556	2.156
4353	2.4951	0.9999	2.4949	3.495
4354	1.9255	0.9983	1.9223	2.9238
4355	4.6165	1.0	4.6165	5.6165
4356	2.4223	0.9907	2.3997	3.413
4357	2.0564	1.0	2.0564	3.0564
4358	3.3946	1.0	3.3946	4.3946
4359	3.6198	0.9999	3.6193	4.6197
4360	4.1077	1.0	4.1077	5.1077
4361	1.5315	0.9993	1.5304	2.5308
4362	3.0043	1.0	3.0043	4.0043
4363	3.1639	0.9995	3.1623	4.1634
4364	3.6222	1.0	3.6221	4.6222
4365	3.4317	1.0	3.4315	4.4316
4366	4.5497	1.0	4.5497	5.5497
4367	1.9845	0.9998	1.9841	2.9843
4368	3.8196	0.9999	3.8192	4.8195
4369	3.2422	1.0	3.2421	4.2422
4370	3.09	1.0	3.0898	4.0899
4371	1.592	0.6584	1.0483	2.2505
4372	3.654	1.0	3.6539	4.6539
4373	3.1402	0.9999	3.1399	4.1401
4374	3.8274	0.9999	3.827	4.8273
4375	1.464	0.9664	1.4148	2.4304
4376	3.8019	0.9997	3.8008	4.8016
4377	2.8078	0.9858	2.7681	3.7937
4378	2.2037	0.9913	2.1846	3.195
4379	3.7677	0.9994	3.7656	4.7672
4380	3.0008	0.9993	2.9986	4.0
4381	3.0834	0.9963	3.072	4.0797
4382	1.3796	0.9948	1.3725	2.3744
4383	1.7254	0.9895	1.7072	2.7149
4384	1.5002	0.9464	1.4198	2.4466
4385	5.5779	1.0	5.5779	6.5779
4386	4.898	1.0	4.898	5.898
4387	2.8626	0.9989	2.8593	3.8614
4388	2.7122	0.8946	2.4265	3.6069
4389	3.3477	0.9994	3.3457	4.3471
4390	2.9681	0.9998	2.9675	3.9679
4391	3.2006	0.9997	3.1997	4.2003
4392	3.0526	1.0	3.0526	4.0526
4393	2.9628	1.0	2.9627	3.9627
4394	4.2084	1.0	4.2083	5.2084
4395	1.0217	1.0	1.0217	2.0217
4396	3.2969	0.9984	3.2917	4.2953
4397	3.0214	0.9973	3.0132	4.0186
4398	0.4382	0.8135	0.3565	1.2518
4399	2.397	0.9983	2.3929	3.3953
4400	1.2668	0.9946	1.26	2.2614
4401	2.325	0.9934	2.3096	3.3184
4402	2.9813	0.9759	2.9095	3.9572
4403	0.7989	1.0	0.7989	1.7989
4404	4.3043	0.9999	4.3038	5.3042
4405	2.8788	0.9965	2.8687	3.8753
4406	3.4461	1.0	3.446	4.4461
4407	3.6806	0.9999	3.6803	4.6805
4408	3.2747	0.9968	3.2643	4.2715
4409	1.2584	0.9989	1.257	2.2573
4410	1.0952	0.9767	1.0697	2.0719
4411	3.7165	1.0	3.7164	4.7165
4412	1.1656	0.9999	1.1655	2.1655
4413	3.5644	1.0	3.5644	4.5644
4414	3.5923	1.0	3.5921	4.5922
4415	1.4631	0.9981	1.4603	2.4612
4416	2.5462	1.0	2.5461	3.5461
4417	3.1625	0.9999	3.1622	4.1624
4418	4.2157	0.9999	4.2154	5.2156
4419	1.295	0.9709	1.2574	2.2659
4420	1.6974	0.9992	1.6961	2.6967
4421	3.5897	1.0	3.5896	4.5897
4422	3.2561	0.9999	3.2558	4.256
4423	3.8056	0.9999	3.8054	4.8056
4424	4.8103	1.0	4.8103	5.8103
4425	3.3424	1.0	3.3422	4.3423
4426	2.9811	0.9996	2.9799	3.9807
4427	2.1521	0.9998	2.1517	3.1519
4428	3.5531	0.9981	3.5465	4.5513
4429	3.5743	1.0	3.5742	4.5743
4430	1.1339	0.8973	1.0175	2.0313
4431	5.0163	1.0	5.0163	6.0163
4432	2.8462	0.9999	2.846	3.8461
4433	2.0142	0.9351	1.8835	2.9493
4434	2.4358	0.9994	2.4343	3.4352
4435	0.9096	0.996	0.9059	1.9055
4436	1.0672	0.9671	1.0321	2.0343
4437	3.1987	1.0	3.1987	4.1987
4438	2.7571	0.9997	2.7562	3.7568
4439	3.7299	1.0	3.7298	4.7299
4440	3.3094	0.999	3.3063	4.3085
4441	3.8784	0.9997	3.8772	4.8781
4442	3.1526	1.0	3.1525	4.1525
4443	3.1288	0.9966	3.1182	4.1254
4444	2.7115	0.9867	2.6754	3.6982
4445	2.3647	0.9994	2.3634	3.3642
4446	2.8505	0.9998	2.8501	3.8504
4447	4.2198	1.0	4.2197	5.2197
4448	1.8563	0.9999	1.8561	2.8562
4449	3.6388	0.9999	3.6386	4.6387
4450	2.5389	1.0	2.5388	3.5388
4451	4.3632	1.0	4.3631	5.3632
4452	4.0773	1.0	4.0773	5.0773
4453	3.7077	0.9988	3.7032	4.7065
4454	4.1326	1.0	4.1326	5.1326
4455	2.8997	0.9953	2.8861	3.895
4456	7.0505	1.0	7.0505	8.0505
4457	0.4532	0.9987	0.4526	1.4519
4458	2.7701	0.9981	2.765	3.7683
4459	5.0965	1.0	5.0963	6.0964
4460	2.807	0.9997	2.8061	3.8067
4461	3.0342	0.9995	3.0328	4.0338
4462	1.8674	0.916	1.7106	2.7834
4463	2.9108	0.9991	2.9081	3.9099
4464	4.0232	1.0	4.0232	5.0232
4465	3.1234	0.9955	3.1094	4.1189
4466	3.428	1.0	3.4279	4.4279
4467	2.5663	0.9872	2.5334	3.5535
4468	1.7849	0.9957	1.7773	2.7806
4469	3.3831	0.9999	3.3828	4.383
4470	3.4962	0.9999	3.4959	4.4961
4471	3.6603	1.0	3.6602	4.6603
4472	2.5441	0.9954	2.5324	3.5395
4473	1.9981	0.9231	1.8444	2.9212
4474	3.6229	0.9998	3.6221	4.6227
4475	2.9876	0.9999	2.9873	3.9875
4476	2.5227	0.995	2.5101	3.5177
4477	1.0966	0.9999	1.0965	2.0965
4478	3.7402	0.9999	3.7398	4.7401
4479	5.9329	1.0	5.9327	6.9329
4480	1.8212	0.9931	1.8086	2.8143
4481	2.0653	0.5397	1.1146	2.605
4482	2.1243	1.0	2.1242	3.1242
4483	5.0679	1.0	5.0679	6.0679
4484	3.0188	0.9999	3.0186	4.0187
4485	3.1556	0.9955	3.1413	4.151
4486	3.004	0.9992	3.0015	4.0031
4487	3.197	1.0	3.1969	4.1969
4488	1.0787	0.9895	1.0674	2.0682
4489	2.6243	0.9998	2.6239	3.6242
4490	1.2653	0.946	1.1969	2.2113
4491	1.5896	1.0	1.5896	2.5896
4492	3.4428	0.9999	3.4427	4.4428
4493	1.217	0.6263	0.7622	1.8433
4494	1.3949	0.9947	1.3875	2.3896
4495	1.0968	0.9873	1.0829	2.0841
4496	5.1927	1.0	5.1927	6.1927
4497	2.2651	0.999	2.2629	3.2642
4498	1.9393	0.9996	1.9386	2.9389
4499	1.1873	0.9995	1.1868	2.1868
4500	3.3302	0.9985	3.3253	4.3287
4501	3.2065	0.9968	3.1961	4.2033
4502	2.9471	0.9944	2.9305	3.9415
4503	2.8067	0.9988	2.8033	3.8055
4504	4.1242	1.0	4.1241	5.1242
4505	3.1517	1.0	3.1515	4.1516
4506	3.2962	0.9999	3.2959	4.2961
4507	0.3615	0.7179	0.2595	1.0794
4508	3.4808	1.0	3.4808	4.4808
4509	2.1965	0.9999	2.1963	3.1964
4510	2.2052	0.9951	2.1943	3.2002
4511	3.6695	0.9998	3.6687	4.6693
4512	1.4714	0.974	1.4331	2.4454
4513	0.8331	0.9667	0.8054	1.7998
4514	3.7304	0.9999	3.73	4.7303
4515	2.394	1.0	2.394	3.394
4516	3.1871	0.9996	3.186	4.1867
4517	2.938	0.9989	2.9348	3.9369
4518	3.1765	1.0	3.1764	4.1765
4519	2.4613	0.713	1.755	3.1743
4520	2.1145	0.999	2.1124	3.1135
4521	3.8567	1.0	3.8566	4.8567
4522	2.9155	0.9989	2.9122	3.9144
4523	2.8268	0.6562	1.8549	3.483
4524	3.8996	0.9999	3.8994	4.8996
4525	3.1158	0.9998	3.1151	4.1156
4526	4.1839	1.0	4.1837	5.1839
4527	1.525	0.9999	1.5248	2.5249
4528	6.0436	1.0	6.0435	7.0436
4529	3.8698	0.9998	3.8692	4.8697
4530	3.3344	0.999	3.3311	4.3334
4531	0.753	0.9792	0.7374	1.7322
4532	0.7521	0.7215	0.5426	1.4736
4533	1.7405	0.9932	1.7287	2.7338
4534	2.1351	0.9865	2.1063	3.1216
4535	2.8006	0.9985	2.7964	3.7991
4536	4.2714	1.0	4.2714	5.2714
4537	3.1651	1.0	3.1651	4.1651
4538	4.1783	0.9999	4.178	5.1783
4539	4.1259	0.9999	4.1253	5.1257
4540	2.5224	0.9999	2.5222	3.5223
4541	3.1869	0.9999	3.1865	4.1868
4542	3.6124	1.0	3.6123	4.6124
4543	3.3273	0.9998	3.3266	4.3271
4544	3.1089	0.9987	3.1048	4.1076
4545	2.8519	1.0	2.8519	3.8519
4546	3.8696	1.0	3.8696	4.8696
4547	1.2869	0.8338	1.073	2.1207
4548	2.9098	0.9982	2.9046	3.908
4549	4.6804	1.0	4.6803	5.6804
4550	3.8629	1.0	3.8629	4.8629
4551	5.1586	1.0	5.1585	6.1586
4552	3.8077	1.0	3.8077	4.8077
4553	2.0374	0.9245	1.8835	2.9618
4554	3.2044	0.9992	3.2018	4.2036
4555	2.7362	0.9989	2.7333	3.7351
4556	4.6302	0.9999	4.6297	5.6301
4557	0.8807	0.9861	0.8685	1.8668
4558	3.6446	1.0	3.6445	4.6446
4559	3.2883	0.9999	3.288	4.2882
4560	1.2639	0.9998	1.2636	2.2637
4561	1.7363	0.9998	1.7361	2.7362
4562	4.7437	1.0	4.7437	5.7437
4563	2.8242	0.9994	2.8226	3.8236
4564	3.0079	0.9999	3.0076	4.0078
4565	1.7358	0.5463	0.9483	2.2821
4566	3.7	0.9998	3.6991	4.6998
4567	3.2594	0.9961	3.2468	4.2555
4568	3.2034	0.9999	3.2031	4.2033
4569	3.0057	0.9999	3.0055	4.0057
4570	3.9847	0.9995	3.9827	4.9842
4571	3.5438	0.9999	3.5433	4.5436
4572	3.8039	0.9994	3.8016	4.8033
4573	5.0986	0.9998	5.0974	6.0983
4574	2.7889	0.9997	2.7879	3.7885
4575	3.9304	1.0	3.9304	4.9304
4576	1.5944	0.9999	1.5943	2.5943
4577	1.8917	1.0	1.8917	2.8917
4578	3.1216	1.0	3.1216	4.1216
4579	2.1299	0.9872	2.1026	3.1171
4580	3.4697	0.9984	3.464	4.4681
4581	2.1906	0.9998	2.1901	3.1904
4582	3.6473	0.9996	3.6457	4.6468
4583	2.3967	0.999	2.3942	3.3957
4584	4.0407	1.0	4.0405	5.0406
4585	3.8236	0.9999	3.8231	4.8235
4586	3.5432	0.9988	3.539	4.5421
4587	2.3851	0.9999	2.385	3.3851
4588	3.2698	1.0	3.2697	4.2698
4589	1.6264	0.9944	1.6174	2.6209
4590	2.3243	0.976	2.2686	3.3004
4591	3.2223	0.9999	3.2221	4.2223
4592	0.9033	0.9971	0.9007	1.9004
4593	2.2599	0.9816	2.2182	3.2415
4594	4.316	1.0	4.3159	5.316
4595	3.7612	1.0	3.7611	4.7612
4596	1.58	0.9981	1.5771	2.5782
4597	3.4389	0.9999	3.4386	4.4388
4598	1.0318	0.3893	0.4017	1.4211
4599	1.8521	0.9985	1.8494	2.8507
4600	3.1255	0.9999	3.1252	4.1254
4601	2.3638	0.934	2.2077	3.2978
4602	4.117	0.9997	4.1156	5.1166
4603	2.5811	0.9418	2.4309	3.5229
4604	2.3177	0.9958	2.3079	3.3135
4605	4.3014	1.0	4.3014	5.3014
4606	2.2836	0.1168	0.2667	2.4004
4607	2.0648	0.9999	2.0645	3.0646
4608	2.1807	1.0	2.1806	3.1807
4609	2.8016	1.0	2.8015	3.8016
4610	4.3451	1.0	4.3451	5.3451
4611	1.6869	0.9952	1.6788	2.6821
4612	2.3363	0.9999	2.3361	3.3362
4613	3.5283	1.0	3.5282	4.5283
4614	4.0575	1.0	4.0575	5.0575
4615	3.6502	0.9885	3.6082	4.6387
4616	2.0612	0.9999	2.061	3.0611
4617	2.9291	0.9996	2.928	3.9287
4618	2.3659	0.9994	2.3644	3.3653
4619	3.0232	0.9999	3.0228	4.023
4620	0.9174	0.808	0.7413	1.7255
4621	2.0714	0.9918	2.0544	3.0632
4622	3.2399	0.9999	3.2397	4.2398
4623	3.2086	0.934	2.9967	4.1425
4624	3.4216	1.0	3.4215	4.4216
4625	3.8387	0.9984	3.8325	4.8371
4626	2.5753	0.9997	2.5746	3.575
4627	1.3575	0.9946	1.3501	2.3521
4628	2.8846	0.9998	2.8841	3.8844
4629	4.851	1.0	4.8508	5.8509
4630	0.971	0.939	0.9117	1.9099
4631	3.5649	0.997	3.5542	4.5619
4632	1.0386	0.9974	1.0359	2.036
4633	2.9684	0.9999	2.9681	3.9683
4634	3.2162	0.9995	3.2146	4.2157
4635	2.7729	0.9999	2.7727	3.7728
4636	4.0695	1.0	4.0695	5.0695
4637	3.2224	0.9981	3.2163	4.2205
4638	1.5486	0.9999	1.5484	2.5485
4639	3.7959	0.9934	3.7708	4.7893
4640	3.8826	0.9999	3.8824	4.8825
4641	2.5662	0.9976	2.5601	3.5638
4642	3.1546	1.0	3.1545	4.1545
4643	2.3192	0.9995	2.318	3.3187
4644	3.378	1.0	3.378	4.378
4645	2.8449	1.0	2.8449	3.8449
4646	4.9291	1.0	4.9291	5.9291
4647	2.5614	0.9778	2.5045	3.5392
4648	2.5066	1.0	2.5065	3.5065
4649	3.4005	0.9986	3.3957	4.3991
4650	2.9594	0.9999	2.9591	3.9593
4651	1.0188	0.9988	1.0175	2.0175
4652	3.2202	1.0	3.2201	4.2202
4653	2.8485	0.9987	2.845	3.8473
4654	2.6857	0.9911	2.6617	3.6768
4655	2.2116	0.9836	2.1753	3.1952
4656	1.2854	0.8501	1.0927	2.1355
4657	4.4659	1.0	4.4659	5.4659
4658	1.7532	0.9998	1.7529	2.753
4659	1.9875	0.9988	1.9852	2.9864
4660	1.8505	0.9958	1.8427	2.8463
4661	3.2328	0.9999	3.2324	4.2326
4662	4.2993	1.0	4.2991	5.2993
4663	3.6357	1.0	3.6356	4.6357
4664	2.1772	0.9999	2.1769	3.177
4665	3.3578	0.9999	3.3575	4.3577
4666	2.3364	1.0	2.3363	3.3364
4667	2.9243	0.9997	2.9235	3.924
4668	2.4076	1.0	2.4075	3.4076
4669	3.1	1.0	3.1	4.1
4670	2.6792	0.9999	2.679	3.6791
4671	3.1558	0.9889	3.1208	4.1447
4672	3.6273	0.9997	3.6262	4.627
4673	1.7977	0.9981	1.7942	2.7957
4674	5.0024	0.9999	5.0021	6.0023
4675	4.2356	1.0	4.2355	5.2356
4676	2.7637	0.9624	2.6599	3.7261
4677	2.3884	0.9996	2.3874	3.388
4678	1.5979	0.9988	1.5961	2.5968
4679	2.1881	0.9989	2.1858	3.1871
4680	3.1239	0.9991	3.1211	4.123
4681	3.9637	1.0	3.9636	4.9637
4682	3.4899	1.0	3.4898	4.4899
4683	4.2154	0.9999	4.2148	5.2152
4684	0.5418	0.7816	0.4235	1.3234
4685	4.9275	1.0	4.9275	5.9275
4686	4.3344	1.0	4.3343	5.3344
4687	2.8808	1.0	2.8807	3.8807
4688	3.8791	0.9963	3.8648	4.8754
4689	3.4014	1.0	3.4013	4.4014
4690	3.0498	0.9999	3.0496	4.0498
4691	2.2506	0.9999	2.2503	3.2505
4692	3.1876	0.9999	3.1871	4.1875
4693	2.1134	0.9999	2.1132	3.1133
4694	2.0587	0.994	2.0464	3.0527
4695	1.7564	0.9154	1.6078	2.6718
4696	1.7082	1.0	1.7082	2.7082
4697	3.4073	0.9999	3.4068	4.4071
4698	3.5464	0.9999	3.5461	4.5463
4699	1.0133	0.9932	1.0064	2.0065
4700	2.8936	0.9999	2.8933	3.8935
4701	2.0495	1.0	2.0495	3.0495
4702	5.1742	1.0	5.1741	6.1741
4703	4.9832	1.0	4.9832	5.9832
4704	3.942	1.0	3.9419	4.942
4705	2.0913	0.9686	2.0258	3.06
4706	2.6462	0.9989	2.6432	3.6451
4707	3.704	0.9999	3.7036	4.7039
4708	2.5186	0.9872	2.4865	3.5059
4709	3.4742	0.9998	3.4734	4.474
4710	2.5394	1.0	2.5394	3.5394
4711	1.1803	0.9999	1.1802	2.1802
4712	1.8582	0.9991	1.8565	2.8573
4713	3.1206	1.0	3.1206	4.1206
4714	2.2682	0.9991	2.266	3.2672
4715	2.288	0.9816	2.246	3.2696
4716	2.7124	0.9961	2.7019	3.7085
4717	3.8171	1.0	3.8171	4.8171
4718	1.2842	0.9948	1.2775	2.279
4719	1.3766	0.9975	1.3731	2.3741
4720	5.8842	1.0	5.8842	6.8842
4721	2.2918	0.9997	2.2911	3.2915
4722	1.3486	1.0	1.3486	2.3486
4723	3.2523	0.9993	3.25	4.2516
4724	2.974	0.9996	2.9728	3.9736
4725	3.467	0.9997	3.4659	4.4667
4726	2.5832	0.9988	2.58	3.582
4727	0.9236	0.954	0.8811	1.8776
4728	2.452	1.0	2.4519	3.452
4729	3.0397	0.9997	3.0386	4.0393
4730	2.947	1.0	2.9468	3.9469
4731	1.3686	0.9995	1.3679	2.3681
4732	2.7298	0.9997	2.7291	3.7296
4733	2.6571	0.9976	2.6508	3.6547
4734	3.0287	0.9999	3.0285	4.0287
4735	3.3279	1.0	3.3278	4.3279
4736	1.3485	0.9759	1.316	2.3244
4737	1.8524	0.9819	1.8188	2.8342
4738	4.2217	1.0	4.2216	5.2217
4739	3.0118	0.9998	3.0113	4.0116
4740	2.3586	0.9997	2.358	3.3583
4741	3.1944	0.9965	3.1834	4.191
4742	2.628	0.9969	2.6199	3.6249
4743	2.5287	0.9997	2.5279	3.5284
4744	3.8961	0.9983	3.8896	4.8945
4745	2.1382	0.9484	2.028	3.0867
4746	1.337	0.9568	1.2793	2.2938
4747	3.6116	1.0	3.6115	4.6116
4748	2.6362	0.9992	2.6342	3.6355
4749	2.4814	0.9966	2.473	3.478
4750	1.1822	0.9831	1.1621	2.1652
4751	1.664	0.9945	1.6549	2.6585
4752	0.3896	0.4801	0.1871	0.8697
4753	3.3655	0.9999	3.3653	4.3654
4754	4.1516	0.9999	4.151	5.1515
4755	2.4764	0.9998	2.4758	3.4762
4756	5.8552	1.0	5.8551	6.8551
4757	3.8204	0.9998	3.8196	4.8202
4758	3.8904	0.9999	3.8899	4.8903
4759	3.1201	0.9999	3.1199	4.12
4760	1.3869	0.9923	1.3762	2.3792
4761	3.8775	1.0	3.8773	4.8774
4762	3.8354	1.0	3.8353	4.8354
4763	2.173	0.9985	2.1698	3.1715
4764	3.0156	0.9999	3.0153	4.0155
4765	4.5177	1.0	4.5177	5.5177
4766	2.0048	0.9961	1.997	3.0009
4767	2.7042	0.9946	2.6897	3.6989
4768	1.4672	0.9999	1.4671	2.4671
4769	2.6088	0.8236	2.1485	3.4324
4770	2.9286	0.9945	2.9125	3.9231
4771	3.1886	0.9999	3.1882	4.1885
4772	3.4406	0.9999	3.4402	4.4405
4773	2.4834	0.9534	2.3677	3.4368
4774	2.1696	0.9998	2.1691	3.1693
4775	4.9713	1.0	4.9713	5.9713
4776	0.3356	0.8692	0.2917	1.2048
4777	1.9431	0.9994	1.942	2.9425
4778	1.6279	0.991	1.6134	2.619
4779	3.4775	1.0	3.4774	4.4775
4780	4.0858	0.9999	4.0856	5.0857
4781	4.0212	1.0	4.021	5.0211
4782	2.8103	0.9999	2.81	3.8102
4783	2.7492	0.9999	2.749	3.7491
4784	5.5721	0.9999	5.5717	6.572
4785	4.0069	1.0	4.0069	5.0069
4786	3.0228	0.9978	3.0161	4.0206
4787	3.8452	1.0	3.8452	4.8452
4788	2.0396	0.9999	2.0394	3.0396
4789	5.156	1.0	5.156	6.156
4790	2.5705	1.0	2.5704	3.5705
4791	2.6035	1.0	2.6034	3.6035
4792	2.6187	0.9968	2.6103	3.6155
4793	4.2141	0.9999	4.2138	5.2141
4794	1.6066	1.0	1.6066	2.6066
